Org Code,Action,Register Number,Award Number,Institution,City,State,Zip Code,Principal Investigator,Total Funding Planned,Total Funding to Date,Project Start Date,Project End Date,Most Recent Award Date,Title,Award Type,Program Manager,Institution Type
SC-24.2,Renewal,ER54764,DE-AI02-04ER54764,AIR FORCE RESEARCH LAB. KIRTLAND AFB             ,Kirtland AFB,NM,87117-5776,"Degnan, James",1300000,1300000,6/1/12,5/31/13,8/7/12,Studies of Dynamic Radiative Macroscopic Magnetized HED Plasmas with Closed B-Field Lines,Interagency Agreement,"Finnegan, Sean",Governmental Organization
SC-24.2,No-Cost Extension,ER54769,DE-FG02-04ER54769,WASHINGTON UNIV OF SEATTLE                      ,Seattle,WA,98105-4683,"Slough, John",0,0,6/15/05,6/14/13,7/12/12,Small Scale Fusion:  The Pulsed High Density FRC Experiment,Grant,"Satsangi, Ann",Educational
SC-24.2,Renewal,ER54839,DE-FG02-05ER54839,ROCHESTER UNIVERSITY OF                          ,Rochester,NY,14627-0140,"Theobald, Wolfgang",35000,35000,6/1/12,10/31/13,7/31/12,Advanced Concept Exploration of Fast Ignition,Grant,"Finnegan, Sean",Educational
SC-24.2,Renewal,ER54871,DE-FG02-06ER54871,CALIFORNIA UNIV. OF SAN DIEGO                    ,La Jolla,CA,92093-0934,"Holland, Christopher",499998,249998,6/1/12,5/31/14,8/11/12,Multi-Machine Validation of Fluid and Gyrokinetic Plasma Turbulence Models,Grant,"Mandrekas, John",Educational
SC-23.1,New,ER65393,DE-SC0008087,SOUTH CAROLINA UNIVERSITY OF RES FOUND           ,Columbia,SC,29208,"Ju, Lili",348420,34681,6/15/12,6/14/17,6/15/12,Predicting Ice Sheet and Climate Evolution at Extreme Scales (PISCEES),Grant,"Koch, Dorothy",Educational
SC-23.1,New,ER65404,DE-SC0008311,HARVARD COLLEGE                                   ,Cambridge,MA,2138,"Wofsy, Steven",1048187,349239,7/15/12,7/14/15,6/27/12,Fluxes of CO2 CH4 CO BVOCsNOx and O3 in An Old Growth Amazonian Forest: Ecosystem Processes Carbon Cycle Atmospheric Chemistry and Feedbacks on Climate,Grant,"Stover, Daniel",Educational
SC-23.2,New,ER65407,DE-SC0008118,VANDERBILT UNIVERSITY                             ,Nashville,TN,37235-7749,"Young, Jamey",750000,150000,7/1/12,6/30/17,6/19/12,Enhancing Metabolic Flux to Photosynthetic Biofuels,Grant,"Rabinowicz, Pablo",Educational
SC-23.1,New,ER65411,DE-SC0008208,PURDUE UNIVERSITY                                 ,West Lafayette,IN,47907-2114,"Dukes, Jeffrey",149981,149981,7/1/12,6/30/14,6/20/12,Climate Change Feedbacks from Interactions Between New and Old Carbon,Grant,"Kuperberg, James",Educational
SC-23.1,New,ER65412,DE-SC0008088,NEW MEXICO UNIVERSITY OF                         ,Albuquerque,NM,87131-0001,"Litvak, Marcy",1049130,349396,6/15/12,6/14/15,6/15/12,Determining the Impact of Forest Mortality in Semi-Arid Woodlands on Local and Regional Carbon Dynamics,Grant,"Kuperberg, James",Educational
SC-23.1,New,ER65414,DE-SC0008270,OKLAHOMA UNIVERSITY OF                           ,Norman,OK,73019-5300,"Luo, Yiqi",1050000,350000,7/1/12,6/30/15,6/27/12,Data Synthesis and Data Assimilation at Global Change Experiments and Fluxnet Toward Improving Land Process Models,Grant,"Kuperberg, James",Educational
SC-23.1,New,ER65427,DE-SC0008318,UNIVERSITY CORP. FOR ATMOSPHERIC RES.             ,Boulder,CO,80305,"Morrison, Hugh",10000,10000,7/15/12,7/14/13,6/22/12,DOE Workshop: Pan-Gass Conference on the Representation of Atmospheric Processes in Weather and Climate Models,Grant,"Williamson, Ashley",Not-For-Profit Business
SC-23.1,New,ER65430,DE-SC0008324,IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY   ,Ames,IA,50011-2207,"Hofmockel, Kirsten",707704,200000,8/1/12,7/31/15,6/22/12,Can Microbial Ecology and Mycorrhizal Functioning Inform Climate Change Models?,Grant,"Stover, Daniel",Educational
SC-22.22,No-Cost Extension,ER45405,DE-FG02-89ER45405,CORNELL UNIVERSITY                                ,Ithaca,NY,14850,"Henley, Christopher",0,0,7/1/09,4/30/13,7/27/12,Quasi-crystals and Quasi-equivalence: Symmetries and Energies in Alloys and Biological Materials,Grant,"Davenport, James",Educational
SC-22.22,Renewal,ER46481,DE-FG02-08ER46481,CARNEGIE MELLON UNIVERSITY                        ,Pittsburgh,PA,15213-3890,"Majetich, Sara",381000,268000,3/15/12,3/14/15,8/28/12,Frequency-Dependent Properties of Magnetic Nanoparticle Crystals,Grant,"Kortan, Ahmet",Educational
SC-24.2,No-Cost Extension,ER54840,DE-FG02-05ER54840,TEXAS UNIVERSITY OF                              ,Austin,TX,78712-1500,"Shvets, Gennady",0,0,8/1/11,5/31/13,6/14/12,Collective High-Current Beam Effects Relevant to Fast Ignition of Fusion Targets,Grant,"Satsangi, Ann",Educational
SC-24.2,Renewal,ER55015,DE-SC0000660,PURDUE UNIVERSITY                                 ,West Lafayette,IN,47907-2114,"Allain, Jean Paul",560000,140000,6/15/12,6/14/16,7/17/12,Upgrade of the Materials Analysis Particle Probe (MAPP-U) to Decipher the Impact of Lithium-Based Surfaces on NSTX-U Plasma Behavior,Grant,"Eckstrand, Stephen",Educational
SC-24.2,Renewal,ER55027,DE-SC0003560,ALABAMA UNIVERSITY OF HUNTSVILLE                 ,Huntsville,AL,35899,"Cassibry, Jason",40000,40000,6/1/12,5/31/13,8/9/12,Generation and Study of Spherically Imploding Plasma Liners for HEDLP,Grant,"Finnegan, Sean",Educational
SC-24.2,No-Cost Extension,ER55079,DE-SC0005106,MARYLAND UNIVERSITY OF COLLEGE PARK              ,College Park,MD,20742-5141,"Dorland, William",0,0,7/1/10,6/30/13,8/9/12,Gyrokinetic Modeling of Stability Turbulence and Transport,Grant,"Mandrekas, John",Educational
SC-22.13,Renewal,ER13808,DE-FG02-87ER13808,NORTHWESTERN UNIVERSITY                           ,Evanston,IL,60208-1110,"Hupp, Joseph",540000,180000,5/15/12,5/14/15,8/21/12,Fundamental Studies of Light-Induced Charge Transfer Energy Transfer and Energy Conversion with Supramolecular Systems,Grant,"Spitler, Mark",Educational
SC-22.12,Renewal,ER14359,DE-FG02-93ER14359,BOSTON COLLEGE TRUSTEES OF                       ,Chestnut Hill,MA,2467,"Scott, Lawrence",465000,155000,7/1/12,6/30/15,8/14/12,High Temperature Chemistry of Aromatic Hydrocarbons,Grant,"Maupin, Paul",Educational
SC-22.12,No-Cost Extension,ER15721,DE-FG02-05ER15721,PENNSYLVANIA UNIVERSITY OF                       ,Philadelphia,PA,19104-6205,"Gorte, Raymond",0,0,7/1/11,6/30/13,7/11/12,The Development of Nano-Composite Electrodes for Natural Gas-Assisted Steam Electrolysis for Hydrogen Production,Grant,"Rahn, Larry",Educational
SC-22.12,Renewal,ER15794,DE-FG02-06ER15794,PURDUE UNIVERSITY                                 ,West Lafayette,IN,47907-2114,"Abu-Omar, Mahdi",495000,165000,7/1/12,6/30/15,7/24/12,Oxo Rhenium and Molybdenum Catalysts for the C-O Cleavage and Deoxygenation,Grant,"Maupin, Paul",Educational
SC-22.12,New,ER16306,DE-SC0008058,CALIFORNIA UNIV. OF SAN DIEGO                    ,La Jolla,CA,92093-0934,"Figueroa, Joshua",750000,150000,7/1/12,6/30/17,6/13/12,Bond-formation and Catalysis by Base-metal unsaturated Isocyanides,Grant,"Maupin, Paul",Educational
SC-26.1,Renewal,ER41033,DE-FG02-97ER41033,DUKE UNIVERSITY                                   ,Durham,NC,27705-4677,"Howell, Calvin",9990000,3555000,3/1/12,2/28/15,8/30/12,Studies of Nuclear Structure Using Neutrons and Charged Particles,Grant,"Baktash, Cyrus",Educational
SC-26.1,Renewal,ER41041,DE-FG02-97ER41041,NORTH CAROLINA UNIVERSITY OF AT CHAPEL HILL      ,Chapel Hill,NC,27599-1350,"Wilkerson, John",3870000,1290000,4/1/12,3/31/15,9/18/12,Studies of Nuclear Processes,Grant,"Baktash, Cyrus",Educational
SC-26.1,Renewal,ER41042,DE-FG02-97ER41042,NORTH CAROLINA STATE UNIVERSITY                   ,Raleigh,NC,27695-7514,"Huffman, Paul",2325000,775000,4/1/12,3/31/15,9/10/12,Nuclear Structure Research at the Triangle Universities Nuclear Laboratory,Grant,"Baktash, Cyrus",Educational
SC-22.23,New,ER46847,DE-SC0007999,COLUMBIA UNIVERSITY                               ,New York,NY,10027-7922,"Sahin, Ozgur",750000,150000,7/1/12,6/30/17,6/22/12,Assembling Microorganisms into Energy Converting Materials,Grant,"Markowitz, Michael",Educational
SC-22.23,New,ER46849,DE-SC0008065,GEORGIA UNIVERSITY OF RESEARCH FOUND. INC        ,Athens,GA,30602-5016,"Salguero, Tina",750000,150000,7/1/12,6/30/17,6/11/12,Dielectric Ceramics in Nanosheet Form,Grant,"Sennett, Michael",Educational
SC-22.23,New,ER46852,DE-SC0008068,CASE WESTERN RESERVE UNIV.                        ,Cleveland,OH,44106-7015,"French, Roger",501000,167000,7/1/12,6/30/15,6/20/12,Long Range van der Waals-London Dispersion Interactions for Biomolecular and Inorganic Nanoscale Assembly,Grant,"Markowitz, Michael",Educational
SC-22.22,New,ER46854,DE-SC0008149,COLORADO STATE UNIVERSITY                         ,Fort Collins,CO,80523-2002,"Buchanan, Kristen",762036,162036,7/1/12,6/30/17,6/19/12,Spin Wave Interactions in Metallic Ferromagnets,Grant,"Schwartz, Andrew",Educational
SC-22.21,New,ER46856,DE-SC0008148,CASE WESTERN RESERVE UNIV.                        ,Cleveland,OH,44106-7015,"Berezovsky, Jasse",750000,150000,7/1/12,6/30/17,6/21/12,Mapping Interactions in Hybrid Systems with Active Scanning Probes,Grant,"Zhu, Jane",Educational
SC-22.21,New,ER46861,DE-SC0008145,WASHINGTON UNIV OF SEATTLE                      ,Seattle,WA,98105-4683,"Xu, Xiaodong",750000,150000,7/1/12,6/30/17,6/18/12,Photon-Electron Interactions in Dirac Quantum Materials,Grant,"Wilson, Lane",Educational
SC-22.21,New,ER46862,DE-SC0008151,MARYLAND UNIVERSITY OF COLLEGE PARK              ,College Park,MD,20742-5141,"Solares, Santiago",750000,150000,7/1/12,6/30/17,6/23/12,Trimodal Tapping Mode Atomic Force Microscopy:  Simultaneous 4D Mapping of Conservative and Dissipative Probe-Sample Interactions of Energy-Relevant Materials,Grant,"Zhu, Jane",Educational
SC-22.22,New,ER46869,DE-SC0008370,GORDON RESEARCH CONF. INC.                       ,West Kingston,RI,02892-0984,"Balk, Thomas John",10000,10000,7/15/12,7/14/13,6/19/12,2012 Thin Film and Small Scale Mechanical Behavior GRS/GRC July 21-27 2012,Grant,"Vetrano, John",Not-For-Profit Business
SC-24.2,Renewal,ER54768,DE-FG02-04ER54768,ROCHESTER UNIVERSITY OF                          ,Rochester,NY,14627-0140,"Betti, Riccardo",419862,209944,6/1/12,5/31/14,7/31/12,Laser Driven Magnetic-Flux Compression:Applications to Fusion and Basic Science,Grant,"Satsangi, Ann",Educational
SC-24.2,Renewal,ER55028,DE-SC0003585,NEW MEXICO UNIVERSITY OF                         ,Albuquerque,NM,87131-0001,"Gilmore, Mark Allen",40000,40000,6/1/12,5/31/13,8/23/12,Generation and Study of Spherically Imploding Plasma Liners for HEDLP Applications,Grant,"Satsangi, Ann",Educational
SC-24.2,No-Cost Extension,ER55056,DE-SC0002322,WISCONSIN UNIVERSITY OF MADISON                  ,Madison,WI,53715-1218,"Forest, Cary",0,0,9/15/09,3/14/13,8/31/12,DOE Plasma Science Center: Center for Momentum Transport and Flow Organization in Plasmas and Magnetofluids: Nonlinear Emergent Structure Formation..,Cooperative Agreement,"Satsangi, Ann",Educational
SC-23.1,No-Cost Extension,ER64758,DE-SC0000786,MONTANA STATE UNIVERSITY                          ,Bozeman,MT,59717-2470,"Gerlach, Robin",0,0,5/15/09,5/14/13,8/16/12,Microbial Activity and Precipitation at Solution-Solution Mixing Zones in Porous Media - Environmental Remediation Science Program,Grant,"Hirsch, Roland",Educational
SC-23.1,New,ER65416,DE-SC0006846,GEOLOGICAL SURVEY US ORLANDO                    ,Orlando,FL,32826,"Sumner, David",60000,20000,7/1/12,6/30/15,6/29/12,Carbon Dynamics of the Greater Everglades Watershed and Implications of Climate Change,Interagency Agreement,"Stover, Daniel",Governmental Organization
SC-22.11,Renewal,ER14128,DE-FG02-90ER14128,CORNELL UNIVERSITY                                ,Ithaca,NY,14850,"Pope, Stephen",448662,146297,6/15/12,6/14/15,8/21/12,Investigation of Non-Premixed Turbulent Combustion: Reaction and Diffusion in Turbulent Combustion,Grant,"Pederson, Mark",Educational
SC-22.12,Renewal,ER14549,DE-FG02-95ER14549,VIRGINIA UNIVERSITY OF                           ,Charlottesville,VA,22904-4195,"Davis, Robert",495000,165000,6/1/12,5/31/15,6/25/12,Structure and Function of Supported Base Catalysts,Grant,"Miranda, Raul",Educational
SC-22.12,Renewal,ER16018,DE-SC0000757,COLORADO SCHOOL OF MINES                          ,Golden,CO,80401,"Scales, John",383616,81749,6/15/12,6/14/15,6/21/12,Understanding the Grain-Level Properties of Rocks from Sub-Millimeter-Resolution Mechanical and Electromagnetic Measurements,Grant,"Woodward, Nicholas",Educational
SC-22.13,Renewal,ER16221,DE-SC0006527,ROCHESTER UNIVERSITY OF                          ,Rochester,NY,14627-0140,"Prezhdo, Oleg",510000,170000,7/1/12,6/30/15,8/21/12,Atomistic Time-Domain Simulations of Light-Harvesting and Charge-Transfer Dynamics in Novel Nanoscale Materials for Solar Energy Applications,Grant,"Spitler, Mark",Educational
SC-22.11,New,ER16298,DE-SC0008086,GEORGIA UNIVERSITY OF RESEARCH FOUND. INC        ,Athens,GA,30602-5016,"Douberly, Gary",750000,150000,7/1/12,6/30/17,6/14/12,Vibrational Spectroscopy of Transient Combustion Intermediates Trapped in Helium Nanodroplets,Grant,"Sisk, Wade",Educational
SC-22.13,New,ER16303,DE-SC0008074,ARIZONA STATE UNIVERSITY                          ,Tempe,AZ,85287-6011,"Jones, Anne Katherine",750000,150000,7/1/12,6/30/17,6/19/12,Utilization of Protein Film Electrochemistry to Characterize the Mechanisms Imparting Aerotolerance and Bidirectionality in Soluble Multimeric [NiFe] -Hydrogen,Grant,"Stack, Robert",Educational
SC-22.12,New,ER16307,DE-SC0008418,MINNESOTA  REGENTS OF UNIV. OF                   ,Minneapolis,MN,55455-2070,"Bhan, Aditya",750000,150000,7/1/12,6/30/17,6/29/12,One-Pot Catalytic Conversion of Biomass and Alkanes: Kinetically Coupling Deoxygenation and Dehydrogenation Pathways,Grant,"Miranda, Raul",Educational
SC-22.12,New,ER16309,DE-SC0008232,NEW YORK STATE UNIV RSCH FOUND PURCHASE COL     ,Purchase,NY,10577-1402,"Cooke, Stephen",115000,115000,7/1/12,3/31/14,6/15/12,Experimentally Characterizing the Electronic Structures of F-Electron Systems Using Advanced High Resolution Fourier Transform Microwave Spectroscopies,Grant,"Wilk, Philip",Educational
SC-22.12,New,ER16311,DE-SC0008313,HARVARD COLLEGE                                   ,Cambridge,MA,2138,"Betley, Theodore",750000,150000,7/1/12,6/30/17,6/15/12,Early Career:  Catalyst Design for Small Molecule Activation of Energy Consequence,Grant,"Miranda, Raul",Educational
SC-22.11,New,ER16312,DE-SC0008446,NORTH DAKOTA STATE UNIVERSITY                     ,Fargo,ND,58105,"Kilina, Svetlana",750000,150000,7/1/12,6/30/17,6/25/12,Modeling of Photoexcited Process at Interfaces of Functionalized Quantum Dots,Grant,"Pederson, Mark",Educational
SC-22.13,New,ER16314,DE-SC0008294,GORDON RESEARCH CONF. INC.                       ,West Kingston,RI,02892-0984,"Barkan, Alice",4000,4000,7/1/12,6/30/13,6/18/12,2012 Mitochondria and Chloroplasts Gordon Research Conference & Gordon Research Seminar July 29 - August 3 2012,Grant,"McLean, Barbara",Not-For-Profit Business
SC-22.13,New,ER16315,DE-SC0008296,GORDON RESEARCH CONF. INC.                       ,West Kingston,RI,02892-0984,"Debus, Richard",10000,10000,7/1/12,6/30/13,6/18/12,2012 Photosynthesis Gordon Research Conference and Seminar July 7-13 2012,Grant,"McLean, Barbara",Not-For-Profit Business
SC-22.11,New,ER16316,DE-SC0008340,GEORGIA TECH RESEARCH CORP                        ,Atlanta,GA,30332-0420,"Kuzmich, Alexander",5000,5000,6/1/12,5/31/13,6/29/12,Support for Participation in the 43rd Annual Meeting of the American Physical Society Division of Atomic Molecular and Optical Physics June 4-8 2012,Grant,"Krause, Jeffrey",Educational
SC-22.12,New,ER16317,DE-SC0008457,BROWN UNIVERSITY                                  ,Providence,RI,2912,"Tullis, Terry",5088,5088,7/1/12,6/30/13,6/29/12,Workshop on Advancing Experimental Rock Deformation Research:  Scientific and Technical Needs August 16-19 2012,Grant,"Woodward, Nicholas",Educational
SC-22.11,New,ER16318,DE-SC0008186,GORDON RESEARCH CONF. INC.                       ,West Kingston,RI,02892-0984,"Walker, Barry",5000,5000,6/1/12,5/31/13,6/18/12,2012 Multiphoton Processes GRC June 3-8 2012,Grant,"Krause, Jeffrey",Not-For-Profit Business
SC-22.12,New,ER16319,DE-SC0008286,GORDON RESEARCH CONF. INC.                       ,West Kingston,RI,02892-0984,"Hillhouse, Gregory",7000,7000,7/1/12,6/30/13,6/18/12,2012 Organometallic Chemistry GRC/GRS July 7-13 2012,Grant,"Miranda, Raul",Not-For-Profit Business
SC-22.13,New,ER16321,DE-SC0008368,GORDON RESEARCH CONF. INC.                       ,West Kingston,RI,02892-0984,"Hanson, Thomas",14300,14300,6/1/12,5/31/13,6/20/12,2012 Molecular Basis of Microbial One-Carbon Metabolism Gordon Research Conference and Gordon Research Seminar August 4-10 2012,Grant,"Stack, Robert",Not-For-Profit Business
SC-23.2,New,ER65409,DE-SC0008104,WISCONSIN UNIVERSITY OF MADISON                  ,Madison,WI,53715-1218,"Suen, Garret",750000,158084,7/1/12,6/30/17,7/3/12,Deciphering the Genetic and Molecular Underpinnings of Carbohydrate-Degrading Systems in Ruminal Bacteria,Grant,"Rabinowicz, Pablo",Educational
SC-23.1,New,ER65417,DE-SC0008260,CLIMATEWISE SOLUTIONS LLC                        ,Flagstaff,AZ,86001-1152,"Hungate, Bruce",91094,91094,7/15/12,7/14/13,7/10/12,Synthesis of Scrub-Oak Ecosystem Responses to Elevated CO2,Grant,"Stover, Daniel",Small Business
SC-23.2,New,ER65429,DE-SC0008336,MISSOURI UNIVERSITY OF                           ,Columbia,MO,65211,"Wall, Judy",25173,25173,8/15/12,8/14/13,7/6/12,European Commission-United States Task Force on Environmental Biotechnology Joint EU-US Workshop on Microbial Community Dynamics: Cooperation and Competition,Grant,"Graber, Joseph",Educational
SC-23.1,New,ER65431,DE-SC0008339,SMITHSONIAN INSTITUTION                           ,Washington,DC,20013-7012,"Megonigal, Patrick",203608,103079,8/1/12,7/31/14,7/10/12,Archiving Data to Support Data Synthesis of DOE Sponsored Elevated CO2 Experiments,Grant,"Stover, Daniel",Not-For-Profit Business
SC-22.13,Renewal,ER13873,DE-FG02-88ER13873,CALIFORNIA INST. OF TECHNOLOGY                    ,Pasadena,CA,91125,"Meyerowitz, Elliot",690000,460000,6/21/12,6/14/15,7/17/12,Regulation of Plant Cells Cell Walls and Development by Mechanical Signals,Grant,"Stack, Robert",Educational
SC-22.12,Renewal,ER15105,DE-FG02-00ER15105,PURDUE UNIVERSITY                                 ,West Lafayette,IN,47907-2114,"McLuckey, Scott",539000,374000,6/1/12,5/31/15,7/18/12,The Dynamics and Thermodynamics of Gaseous Macro-ions,Grant,"Rahn, Larry",Educational
SC-22.12,Renewal,ER15112,DE-FG02-00ER15112,VIRGINIA POLYTECHNIC INST AND ST UNIV             ,Blacksburg,VA,24060-0170,"Dove, Patricia",778887,778887,11/1/10,10/31/13,1/18/11,Investigation of the Physical Basis for Biomineralization,Grant,"Woodward, Nicholas",Educational
SC-22.12,Renewal,ER15803,DE-FG02-06ER15803,PENNSYLVANIA STATE UNIVERSITY                     ,University Park,PA,16802-7000,"Winograd, Nicholas",562754,209070,7/1/12,6/30/15,8/8/12,Chemical Imaging With Cluster Ion Beams and Lasers,Grant,"Rahn, Larry",Educational
SC-25,New,ER41793,DE-SC0007849,PITTSBURGH UNIVERSITY OF                         ,Pittsburgh,PA,15260-6830,"Han, Tao",35000,15000,4/15/12,4/14/15,4/19/12,The Annual Phenomenology Symposia and Rapid-Response Workshops at the University of Pittsburgh 2012-2014,Grant,"Rolli, Simona",Educational
SC-25,New,ER41800,DE-SC0008026,INDIANA UNIVERSITY BLOOMINGTON                   ,Bloomington,IN,47402-1847,"Lee, Shyh Yuan",730000,200000,8/15/12,3/31/15,5/23/12,Bean Manipulation Techniques Nonlinear Beam Dynamics and Space Charge Effect in High Energy High Power Accelerators,Grant,"Len, Lek",Educational
